Title,Description,Date
NCC Limited: Strong outlook but stretched valuations,"The company stands to benefit immensely from the revival of the Amaravati city project. It is also projecting a strong order inflow for FY2025, and has a robust and a well-diversified order book. 
",08/17/2024
Protean remains at a vantage point to ride India’s digital journey,"Among new investment themes that have emerged from renewable energy to artificial intelligence, the one that can’t be missed is India’s digital journey and Protean is the best stock to play the same 
",08/17/2024
Vijaya Diagnostic Centre: Why this test result excites us,"Focused on replicating its home market success in the eastern and western regions of the country. 
",08/17/2024
"Agri Picks Report August 07, 2024: Geojit Financial Services","According to Geojit, Farmers in Gujarat have sown crops across an area of 7.4 mln ha, down 5.8% from 7.82 mln ha last year, as per the state acreage report released on Monday. 
",08/17/2024
Six small-caps to buy after the current market fall,"Two market experts share three small-cap ideas that promise good growth. 
",08/17/2024
Looking to buy the dip? 6 mid-cap ideas to consider,"Two market experts share three mid-cap ideas each that should deliver stable returns 
",08/17/2024
"Nifty, Sensex rebound, snap 3-day losing streak amid positive global cues","Britannia Industries, HCL Tech, Hero MotoCorp, Wipro and HUL were the top gainers on the Nifty. 
",08/17/2024
"Brokerages split on Tata Power post Q1 results amid rich valuations, Mundra plant issues","Brokerages were divided on the company's outlook, pointing to expensive valuations and the long-term financial drain of the Mundra power plant 
",08/17/2024
Britannia Industries: Growth beyond core is the key,"While top-line thrust is encouraging, non-core portfolio will drive growth and support margins. 
",08/17/2024
Lupin stock soars to 52-week high on strong all-round Q1 show,"Alongside strong topline and bottomline growth, Lupin's operational performance also improved significantly in Q1. Its EBITDA margin came at a multi-quarter high of 23.3 percent. 
",08/17/2024
"Brokerage Radar: CLSA shares 'underperform' call on Tata Power, Jefferies upgrades TVS Motors target","Check out the latest brokerage calls and analyst comments on the stocks in action today. Our coverage includes PFC, Tata Power, Suzlon Energy, LIC Housing Finance, among others. 
",08/17/2024
"Closing Bell: Nifty at 24,300, Sensex gains 875 pts; all eyes on RBI policy","Biggest Nifty gainers included Coal India, Adani Ports, Power Grid Corp, Cipla and Wipro, while losers were IndusInd Bank, Eicher Motors, Britannia, Tech Mahindra and Titan Company. All the sectoral indices ended in the green with metal, healthcare, media, power, telecom, oil & gas, capital goods up 2-3 percent. BSE Midcap index and Smallcap index up more 2 percent each. 
",08/17/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a positive start for the day. 
",08/17/2024
"Stock Radar: Lupin, PB Fintech, Cummins, Tata Power, SBI, Suzlon in focus on Wednesday","Bosch, Krsnaa Diagnostics, Rain Industries, Bata India, Gujarat Gas, PI Industries, Gland Pharma, EIH, Fortis Healthcare, Gulf Oil Lubricants India, and Linde India will also be in news on Wednesday. 
",08/17/2024
"Trade Spotlight: How should you trade Britannia, Godrej Properties, ICICI Bank, Bikaji Foods, and others on Wednesday?","The Nifty 50 is expected to consolidate with support at the 23,900-23,800 zone, while in case of a rebound, the 24,400-24,500 area is the one to watch, experts said. Here are some trading ideas for the near term. 
",08/17/2024
Tata Power seeing huge uptick in demand for solar rooftops: CEO Praveer Sinha,"For the quarter, Generation, Renewables, and Transmission & Distribution businesses contributed 84 percent of the PAT, up from 72 percent in Q1FY24. 
",08/17/2024
Bulk Deals: Samvitti Capital buys 0.52% stake in Century Enka,"Threpsi Care LLP sold 17 lakh shares or a 2.67 percent stake in Zydus Wellness at an average price of Rs 2201.4 per share. 
",08/17/2024
Family offices unfazed by market turmoil,"But if the investment approach of family offices is anything to go by, then it would not be wrong to say that while these data points could be worrisome for many, they are certainly not for the sophisticated family office club who are there in the market for the long haul. 
",08/17/2024
Safe and steady: 10 Bluechips that offer reasonable value,"Despite concerns about expensive valuations, a section of the market feels the correction has thrown up some buying opportunities, here's a rundown of top 10 bluechip stocks 
",08/17/2024
"Nifty ends below 24,000, Sensex falls for 3rd day as profit taking intensifies; India VIX down 7%","India VIX eased by 8 percent to hover close to 19. 
",08/17/2024
"Taking Stock: Market fails to hold gains; Nifty closes below 24,000, Sensex down 126 pts","HDFC Life, SBI Life Insurance, Shriram Finance, BPCL and SBI were among the top Nifty losers, while gainers included Britannia Industries, JSW Steel, HUL, L&T and Tech Mahindra. 
",08/17/2024
Buying the dip in this mayhem? Things to keep in mind while averaging,"By making incremental purchases, investors can benefit from market fluctuations, ultimately reducing their overall average cost. 
",08/17/2024
Sell RailTel Corporation of India; target of Rs 315: ICICI Securities,"ICICI Securities is bearish on RailTel Corporation of India has recommended sell rating on the stock with a target price of Rs 315 in its research report dated August 03, 2024. 
",08/17/2024
Sell Divis Laboratories; target of Rs 3670: ICICI Securities,"ICICI Securities is bearish on Divis Laboratories has recommended sell rating on the stock with a target price of Rs 3670 in its research report dated August 04, 2024. 
",08/17/2024
Hold Titan Company: target of Rs 3300: ICICI Securities,"ICICI Securities recommended hold rating on Titan Company with a target price of Rs 3300 in its research report dated August 04, 2024. 
",08/17/2024
Hold Thermax: target of Rs 4774: ICICI Securities,"ICICI Securities recommended hold rating on Thermax with a target price of Rs 4774 in its research report dated August 04, 2024. 
",08/17/2024
Buy State Bank of India; target of Rs 1000: ICICI Securities,"ICICI Securities is bullish on State Bank of India has recommended buy rating on the stock with a target price of Rs 1000 in its research report dated August 04, 2024. 
",08/17/2024
Buy Star Health and Allied Insurance; target of Rs 728: ICICI Securities,"ICICI Securities is bullish on Star Health and Allied Insurance has recommended buy rating on the stock with a target price of Rs 728 in its research report dated August 04, 2024. 
",08/17/2024
Buy Somany Ceramics; target of Rs 928: ICICI Securities,"ICICI Securities is bullish on Somany Ceramics has recommended buy rating on the stock with a target price of Rs 928 in its research report dated August 03, 2024. 
",08/17/2024
Buy Genus Power Infrastructures; target of Rs 445: ICICI Securities,"ICICI Securities is bullish on Genus Power Infrastructures has recommended buy rating on the stock with a target price of Rs 445 in its research report dated August 02, 2024. 
",08/17/2024
Buy Five-Star Business Finance; target of Rs 930: ICICI Securities,"ICICI Securities is bullish on Five-Star Business Finance has recommended buy rating on the stock with a target price of Rs 930 in its research report dated August 02, 2024. 
",08/17/2024
Buy Delhivery; target of Rs 600: ICICI Securities,"ICICI Securities is bullish on Delhivery has recommended buy rating on the stock with a target price of Rs 600 in its research report dated August 03, 2024. 
",08/17/2024
Buy Aptus Value Housing Finance; target of Rs 400: ICICI Securities,"ICICI Securities is bullish on Aptus Value Housing Finance has recommended buy rating on the stock with a target price of Rs 400 in its research report dated August 04, 2024. 
",08/17/2024
Accumulate Petronet LNG; target of Rs 397: Geojit Financial Services,"Geojit Financial Services recommended accumulate rating on Petronet LNG with a target price of Rs 397 in its research report dated August 06, 2024. 
",08/17/2024
"Fall less, rise more: Indian markets less volatile than other emerging markets","Indian markets are less volatile compared to other emerging markets and even some developed markets. 
",08/17/2024
Stocks that bucked the trend yesterday and continue to show strength today,"From defensive plays to those boosted by the Budget and strong earnings updates, here are the top stocks that stood out August 5 market rout 
",08/17/2024
Hold LIC Housing Finance; target of Rs 660: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on LIC Housing Finance with a target price of Rs 660 in its research report dated August 05, 2024. 
",08/17/2024
Hold Marico; target of Rs 681: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Marico with a target price of Rs 681 in its research report dated August 05, 2024. 
",08/17/2024
Buy Motherson Wiring; target of Rs 80: Motilal Oswal,"Motilal Oswal is bullish on Motherson Wiring has recommended buy rating on the stock with a target price of Rs 80 in its research report dated August 05, 2024. 
",08/17/2024
Neutral Tata Chemicals; target of Rs 980: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Tata Chemicals with a target price of Rs 980 in its research report dated August 05, 2024. 
",08/17/2024
Neutral GSK Pharma; target of Rs 2620: Motilal Oswal,"Motilal Oswal recommended Neutral rating on GSK Pharma with a target price of Rs 2620 in its research report dated August 05, 2024. 
",08/17/2024
Neutral Britannia Industries; target of Rs 5850: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Britannia Industries with a target price of Rs 5850 in its research report dated August 05, 2024. 
",08/17/2024
Neutral Amara Raja; target of Rs 1390: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Amara Raja with a target price of Rs 1390 in its research report dated August 05, 2024. 
",08/17/2024
Buy LIC Housing Finance; target of Rs 860: Motilal Oswal,"Motilal Oswal is bullish on LIC Housing Finance has recommended buy rating on the stock with a target price of Rs 860 in its research report dated August 05, 2024. 
",08/17/2024
Buy G R Infraprojects; target of Rs 1910: Motilal Oswal,"Motilal Oswal is bullish on G R Infraprojects has recommended buy rating on the stock with a target price of Rs 1910 in its research report dated August 05, 2024. 
",08/17/2024
Buy CAMS; target of Rs 4600: Motilal Oswal,"Motilal Oswal is bullish on CAMS has recommended buy rating on the stock with a target price of Rs 4600 in its research report dated August 05, 2024. 
",08/17/2024
Sell Ashok Leyland; target of Rs 146: ICICI Securities,"ICICI Securities is bearish on Ashok Leyland has recommended sell rating on the stock with a target price of Rs 146 in its research report dated July 26, 2024. 
",08/17/2024
"Sell Mphasis; target of Rs 2,020: ICICI Securities","ICICI Securities is bearish on Mphasis has recommended sell rating on the stock with a target price of Rs 2,020 in its research report dated July 28, 2024. 
",08/17/2024
"Reduce Amber Enterprises India; target of Rs 3,850: ICICI Securities","ICICI Securities recommended accumulate rating on Amber Enterprises India with a target price of Rs 3,850 in its research report dated July 29, 2024. 
",08/17/2024
"Reduce Dr Reddy’s Laboratories; target of Rs 6,350: ICICI Securities","ICICI Securities recommended accumulate rating on Dr Reddy’s Laboratories with a target price of Rs 6,350 in its research report dated July 28, 2024. 
",08/17/2024
"Hold Home First Finance Company; target of Rs 1,075: ICICI Securities","ICICI Securities recommended hold rating on Home First Finance Company with a target price of Rs 1,075 in its research report dated July 28, 2024. 
",08/17/2024
"Hold UltraTech Cement; target of Rs 11,046: ICICI Securities","ICICI Securities recommended hold rating on UltraTech Cement with a target price of Rs 11,046 in its research report dated July 29, 2024. 
",08/17/2024
"Nifty, Sensex pare partial gains on profit booking; India VIX down 11%","India VIX, however, cooled off by about 11 percent to hover around 18. 
",08/17/2024
Hold TTK Prestige; target of Rs 900: ICICI Securities,"ICICI Securities recommended hold rating on TTK Prestige with a target price of Rs 900 in its research report dated July 28, 2024. 
",08/17/2024
"Buy InterGlobe Aviation; target of Rs 5,265: ICICI Securities","ICICI Securities is bullish on Spandana Spoorthy Financial has recommended buy rating on the stock with a target price of Rs 5,265 in its research report dated July 29, 2024. 
",08/17/2024
Buy Spandana Spoorthy Financial; target of Rs 950: ICICI Securities,"ICICI Securities is bullish on Spandana Spoorthy Financial has recommended buy rating on the stock with a target price of Rs 950 in its research report dated July 29, 2024. 
",08/17/2024
Accumulate Britannia Industries; target of Rs 6080: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Britannia Industries with a target price of Rs 6080 in its research report dated August 05, 2024. 
",08/17/2024
"Buy Shriram Finance; target of Rs 3,500: ICICI Securities","ICICI Securities is bullish on Shriram Finance has recommended buy rating on the stock with a target price of Rs 3,500 in its research report dated July 28, 2024. 
",08/17/2024
Buy Piramal Pharma; target of Rs 200: ICICI Securities,"ICICI Securities is bullish on Piramal Pharma has recommended buy rating on the stock with a target price of Rs 200 in its research report dated July 28, 2024. 
",08/17/2024
Buy IDFC FIRST Bank; target of Rs 95: ICICI Securities,"ICICI Securities is bullish on IDFC FIRST Bank has recommended buy rating on the stock with a target price of Rs 95 in its research report dated July 29, 2024. 
",08/17/2024
ABB India earnings preview: Robust growth across segments to drive revenue,"ABB India stock price has gained around 66 percent over the last one year and around 503.5 percent over the last five years. 
",08/17/2024
Brigade Enterprises stock surges 6% on strong Q1 results,"Brigade Enterprises' strong launch pipeline provides growth visibility in near term, according to Motilal Oswal. 
",08/17/2024
"Buy IndusInd Bank; target of Rs 1,900: ICICI Securities","ICICI Securities is bullish on IndusInd Bank has recommended buy rating on the stock with a target price of Rs 1,900 in its research report dated July 28, 2024. 
",08/17/2024
Accumulate Cipla; target of Rs 1633: KR Choksey,"KR Choksey recommended accumulate rating on Cipla with a target price of Rs 1633 in its research report dated August 02, 2024. 
",08/17/2024
"Buy Mahanagar Gas; target of Rs 2,140: ICICI Securities","ICICI Securities is bullish on Mahanagar Gas has recommended buy rating on the stock with a target price of Rs 2,140 in its research report dated July 27, 2024. 
",08/17/2024
Buy ACC; target of Rs 2923: KR Choksey,"KR Choksey is bullish on ACC has recommended buy rating on the stock with a target price of Rs 2923 in its research report dated August 02, 2024. 
",08/17/2024
"Bulkcorp International makes a smart debut, lists 24% premium at NSE SME","The issue was subscribed 176.35 times, driven by retail investors, non-institutional investors, and qualified institutional investors 
",08/17/2024
"Nifty, Sensex regain momentum after selloff; Auto, metal stocks rally","India VIX, which assesses market anxiety, also cooled off by about 12 percent to hover around 17. On August 5, given the large selloff, VIX rose as much as 52 percent, the highest since 2015. 
",08/17/2024
FirstCry: Should investors subscribe to this IPO?,"Long-term outlook is promising, given its strong brand, niche positioning, robust execution capabilities, and the potential for margin improvement. 
",08/17/2024
"Brokerages downgrade LIC Housing post weak Q1 results, see limited stock upside","The disappointing performance was attributed to slower loan growth and reduced margins in the June-ended quarter 
",08/17/2024
Patel Engineering shares surge after JV bags project of Rs 317.60 crore,"Patel Engineering Share Price | The project is to be completed in a period of 24 months. 
",08/17/2024
"Agri Picks Report August 06, 2024: Geojit Financial Services","According to Geojit, Farmers across the country have sown kharif crops over 90.5 mln ha as of today, up nearly 3% from a year ago,data from the farm ministry showed. 
",08/17/2024
Unicommerce eSolutions IPO: Tapping the e-commerce potential,"High gross margins and stable fixed costs driving operating leverage for the SaaS company. 
",08/17/2024
Chart of the Day | India’s Buffett indicator has been flashing warning signals,"India’s market capitalisation grew by fastest pace among major countries across the world in the last one year 
",08/17/2024
What to be greedy about amid the heightened fear in markets?,"Once the Fed starts cutting rates, there’s a high possibility that discretionary spending by enterprises will resume, brightening the outlook for IT service players 
",08/17/2024
"Marico: Encouraging guidance, premium products remain in focus","Marico’s ability to scale up new businesses will be key amid stress in the core portfolio 
",08/17/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a positive start for the day. 
",08/17/2024
"Closing Bell: Market falters after good start; Nifty below 24,000, Sensex down 126 points","The BSE midcap and smallcap indices ended shed 0.5 percent each. 
",08/17/2024
"Implied volatility signals more market turbulence; Sell-off likely in auto, defense, railways, realty, and PSE sectors","Nifty max pain and modified max pain levels are at 24,300 and 24,350, respectively, acting as crucial resistance in the near term. 
",08/17/2024
"Trade Spotlight: How should you trade United Spirits, Pokarna, Cera, Dr Lal PathLabs, Lux, and others on Tuesday?","The Nifty 50 is likely to extend losses, with a downside target towards 23,600. On the NSE, 2,209 shares declined, while 192 shares advanced. Here are some trading ideas for the near term. 
",08/17/2024
"Stock Radar: Bharti Airtel, Tata Chemicals, Akums Drugs, Deepak Nitrite, Biocon in focus on Tuesday","Oil and Natural Gas Corporation, Triveni Turbine, Motherson Sumi Wiring India, Bharti Hexacom, Schneider Electric Infrastructure, V-Mart Retail, and Deepak Nitrite will also be in focus on Tuesday. 
",08/17/2024
Bulk deals: Quant MF buys 1.89% stake in Bajaj Consumer Care,"Smallcap World Fund bought a 0.63 percent stake or around 5 lakh shares in Aavas Financiers for an average price of Rs 1,630 per share. 
",08/17/2024
Time to neither be greedy nor fearful,"After today’s fall, what should investors do – buy the dip, sell it all or simply sit on the sidelines 
",08/17/2024
Could a rate cut by US Fed perk up markets? Here's what four leading fund managers say,"Given the combination of weak global macros, a section of fund managers believes that a marginal rate but by the US Fed might not help assuage investor concerns. 
",08/17/2024
End of rally or buying opportunity in mid/small-cap space? Here's what analysts are saying,"The BSE Midcap index lost 3.6 percent on Monday while the BSE SmallCap barometer fell 4.21 percent even as the Sensex lost 2.74 percent. For both the broader indices, it was the biggest single-day decline since June 4. 
",08/17/2024
"Nifty, Sensex see sell-off amid global meltdown; volatility expected to continue","India's VIX also surged by over 42 percent to be at around 20.37. The volatility index rose as much as 52 percent, the highest since August 2015, a nigh-year-high. 
",08/17/2024
"Monday mayhem: Global turmoil drags Sensex, Nifty 3% lower; all sectors in red","The Nifty50 index has breached 23,900 for the first time since June 26. At today's low point, both the benchmarks shed nearly 5 percent from the respective record highs tested in the last week. 
",08/17/2024
"AIF industry moots relevant fund manager experience for new asset class, not just absolute","Other suggestions include variants of long-short equity like a equity market neutral and global macro strategies. 
",08/17/2024
Buy Eris Lifesciences; target of Rs 1250: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Eris Lifesciences has recommended buy rating on the stock with a target price of Rs 1250 in its research report dated August 05, 2024. 
",08/17/2024
Buy State Bank of India; target of Rs 960: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on State Bank of India has recommended buy rating on the stock with a target price of Rs 960 in its research report dated August 04, 2024. 
",08/17/2024
Buy Max Healthcare Institute; target of Rs 975: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Max Healthcare Institute has recommended buy rating on the stock with a target price of Rs 975 in its research report dated August 02, 2024. 
",08/17/2024
"Expect more volatility in Nifty, say F&O experts; heavy put writing at 23,700 strike","The India Volatility Index surged 50.84 percent to 21.6 levels, the highest in 9 years 
",08/17/2024
Accumulate Tata Motors; target of Rs 1254: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Tata Motors with a target price of Rs 1254 in its research report dated August 02, 2024. 
",08/17/2024
Accumulate Nuvoco Vistas Corporation; target of Rs 374: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Nuvoco Vistas Corporation with a target price of Rs 374 in its research report dated August 02, 2024. 
",08/17/2024
Accumulate Mold-tek Packaging; target of Rs 853: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Mold-tek Packaging with a target price of Rs 853 in its research report dated August 02, 2024. 
",08/17/2024
"PSU pack bleeds with Mazagon, RVNL, Cochin Ship plunging up to 8% in market selloff","PSU stocks plunged sharply, in-line with overall market, citing heavy losses in RVNL, IRFC and Mazagon Dock, as US recession worries, Yen's sudden strength and geopolitical tensions triggered a selloff. 
",08/17/2024
Accumulate Titan Company; target of Rs 3958: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Titan Company with a target price of Rs 3958 in its research report dated August 02, 2024. 
",08/17/2024
Accumulate Divi's Laboratories; target of Rs 5000: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Divi's Laboratories with a target price of Rs 5000 in its research report dated August 04, 2024. 
",08/17/2024
The only pocket of green – is the shift towards defensive for real?,"Pharma and consumer goods sectors are witnessing optimism, driven by recovering rural demand and strong domestic growth. On top of that, reasonable valuations and earnings visibility for these sectors are bringing the defensive play back in focus. 
",08/17/2024
Reduce Thermax; target of Rs 4237: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Thermax with a target price of Rs 4237 in its research report dated August 05, 2024. 
",08/17/2024
"Agri Picks Report August 05, 2024: Geojit Financial Services","According to Geojit, Farmers across the country have sown kharif crops over 90.5 mln ha as of today, up nearly 3% from a year ago,data from the farm ministry showed. 
",08/17/2024
'Wait and watch' not 'buy on dip' advice experts amid global uncertainty,"Indian markets plunge nearly 4% amid US recession fears and Middle East tensions, prompting experts to advise investors to adopt a cautious wait-and-watch approach rather than buying the dip. 
",08/17/2024
Buy Tube Investments of India; target of Rs 4740: Motilal Oswal,"Motilal Oswal is bullish on Tube Investments of India has recommended buy rating on the stock with a target price of Rs 4740 in its research report dated August 02, 2024. 
",08/17/2024
Neutral UPL; target of Rs 550: Motilal Oswal,"Motilal Oswal recommended Neutral rating on UPL with a target price of Rs 550 in its research report dated August 02, 2024. 
",08/17/2024
Neutral TATA Motors; target of Rs 1025: Motilal Oswal,"Motilal Oswal recommended Neutral rating on TATA Motors with a target price of Rs 1025 in its research report dated August 02, 2024. 
",08/17/2024
Neutral Escorts Kubota; target of Rs 3725: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Escorts Kubota with a target price of Rs 3725 in its research report dated August 02, 2024. 
",08/17/2024
Buy Sun Pharma; target of Rs 1980: Motilal Oswal,"Motilal Oswal is bullish on Sun Pharma has recommended buy rating on the stock with a target price of Rs 1980 in its research report dated August 01, 2024. 
",08/17/2024
Buy State Bank of India; target of Rs 1015: Motilal Oswal,"Motilal Oswal is bullish on State Bank of India has recommended buy rating on the stock with a target price of Rs 1015 in its research report dated August 04, 2024. 
",08/17/2024
Buy Kalyan Jewellers; target of Rs 650: Motilal Oswal,"Motilal Oswal is bullish on Kalyan Jewellers has recommended buy rating on the stock with a target price of Rs 650 in its research report dated August 02, 2024. 
",08/17/2024
Buy ITC; target of Rs 575: Motilal Oswal,"Motilal Oswal is bullish on ITC has recommended buy rating on the stock with a target price of Rs 575 in its research report dated August 02, 2024. 
",08/17/2024
Buy Indostar Capital Finance; target of Rs 290: Motilal Oswal,"Motilal Oswal is bullish on Indostar Capital Finance has recommended buy rating on the stock with a target price of Rs 290 in its research report dated August 01, 2024. 
",08/17/2024
Buy Dabur; target of Rs 750: Motilal Oswal,"Motilal Oswal is bullish on Dabur has recommended buy rating on the stock with a target price of Rs 750 in its research report dated August 01, 2024. 
",08/17/2024
Buy Aditya Birla Capital; target of Rs 270: Motilal Oswal,"Motilal Oswal is bullish on Aditya Birla Capital has recommended buy rating on the stock with a target price of Rs 270 in its research report dated August 02, 2024. 
",08/17/2024
"Ashoka Buildcon shares slip despite emerging as lowest bidder for Rs 1,280 crore projects","Both orders will be executed within 4 years, the company said in a regulatory filing. 
",08/17/2024
Japanese FPIs own shares worth Rs 2.06 lakh crore in India,"Japan’s equity benchmarks slid more than 20% from record highs reached last month as investor confidence crumbled from the surge in the yen, tighter monetary policy 
",08/17/2024
"Nifty, Sensex plunge over 3% amid global sell-off; VIX soars to 9-year high","India VIX, the barometer to assess market anxiety, skyrocketed 52% to 22 on August 5 
",08/17/2024
"India VIX soars amid global market crash; traders rush to buy options, Nifty call build up at 25,500","At 11 am on August 5, India Volatility Index surged 50 percent to 21.78. 
",08/17/2024
Tamilnad Mercantile Bank stock soars on positive Q1 results,"Tamilnad Mercantile Bank has sent four names to the Reserve Bank of India (RBI) for the selection of MD, CEO, and executive director post. 
",08/17/2024
Titan Company: Near-term margin hit; glowing long-term prospects,"Organised jewellery players have huge headroom for growth, helped by the duty cut and favourable regulatory measures 
",08/17/2024
Bharat Forge stock slumps 3.5% amid weak Class-8 truck orders in North America,"Defence-to-auto component supplier Bharat Forge has a strong presence in the Class 8 trucks market in North America, weak sales from the segment weighed heavily on the stock. 
",08/17/2024
Gautam Adani’s $213 bn succession plan puts group stocks in limelight,"Adani Group’s $213 billion succession plan takes center stage as Gautam Adani outlines a strategic leadership transition, setting the stage for his sons and nephews to steer the conglomerate. 
",08/17/2024
Infibeam Avenues shares gain on acquiring stake in Rediff.com India,"Infibeam Avenues Share Price | The company has entered into a definitive agreement for a 54 percent stake in Rediff.com India for cash consideration. 
",08/17/2024
Power Grid Corporation shares fall as it wins bid for inter-state transmission system,"Power Grid Corporation of India Share Price | The project comprises 765kV D/C transmission line interconnecting Bhadla-III & Bikaner-III substations. 
",08/17/2024
Power Mech Projects shares trade lower after company wins order worth Rs 142.50 crore,"Power Mech Projects Share Price | The share price rose 36 percent in the last one-year. 
",08/17/2024
"Nifty, Sensex bled amid weak global cues: Here are 5 factors that soured sentiment","Investors were looking towards the earnings season, the Budget, and the US Federal Reserve to provide further cues to the markets. However, with all of these completed, the markets are lacking any fresh triggers that could drive momentum. 
",08/17/2024
"SBI Q1 FY25 – performance peaks, but risk-reward still favourable","While earnings growth will normalise, the stock upside will be driven by the expansion of the valuation multiple 
",08/17/2024
Sun Pharma: India remains bright spot amid uncertainty over hair loss drug,"The company’s India business grew by more than 10 percent for four consecutive quarters outperforming the India pharma market 
",08/17/2024
"SBI's Q1 earnings beat, stable asset quality impresses analysts; brokerages maintain bullish calls","Analysts remain bullish on SBI after its fiscal first-quarter earnings exceeded estimates, driven by strong loan growth and stable asset quality. 
",08/17/2024
"Closing Bell: Market mayhem: Nifty, Sensex tanks almost 3% on global sell-off","BSE Midcap index shed 3.5 percent and Smallcap index fell 4 percent. 
",08/17/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a gap-down start for the day, tracking weakness across Asian markets. 
",08/17/2024
"Trade Spotlight: How should you trade Rossari Biotech, IEX, Firstsource, GHCL, and others on Monday?","If selling pressure continues in the upcoming sessions, the Nifty 50 may find support at the 24,600-24,500 levels. Here are some trading ideas for the near term: 
",08/17/2024
"Jigar Patel picks Asian Granito India, Borosil Renewables for short term","Given the current conditions, traders are advised to remain cautious and avoid aggressive long positions. 
",08/17/2024
Buy Torrent Pharmaceuticals; target of Rs 3590: Geojit,"Geojit is bullish on Torrent Pharmaceuticals has recommended buy rating on the stock with a target price of Rs 3590 in its research report dated August 01, 2024. 
",08/17/2024
Buy Zomato; target of Rs 300: ICICI Securities,"ICICI Securities is bullish on Zomato has recommended buy rating on the stock with a target price of Rs 300 in its research report dated August 02, 2024. 
",08/17/2024
Buy Tata Steel; target of Rs 200: ICICI Securities,"ICICI Securities is bullish on Tata Steel has recommended buy rating on the stock with a target price of Rs 200 in its research report dated August 02, 2024. 
",08/17/2024
Buy Aditya Birla Capital; target of Rs 270: ICICI Securities,"ICICI Securities is bullish on Aditya Birla Capital has recommended buy rating on the stock with a target price of Rs 270 in its research report dated August 02, 2024. 
",08/17/2024
Buy Zomato; target of Rs 300: Motilal Oswal,"Motilal Oswal is bullish on Zomato has recommended buy rating on the stock with a target price of Rs 300 in its research report dated August 01, 2024. 
",08/17/2024
Buy Prestige Estates Projects; target of Rs 2100: Motilal Oswal,"Motilal Oswal is bullish on Prestige Estates Projects has recommended buy rating on the stock with a target price of Rs 2100 in its research report dated August 01, 2024. 
",08/17/2024
Buy JK Lakshmi Cement; target of Rs 1080: Motilal Oswal,"Motilal Oswal is bullish on JK Lakshmi Cement has recommended buy rating on the stock with a target price of Rs 1080 in its research report dated August 01, 2024. 
",08/17/2024
Buy Five Star Business Finance; target of Rs 950: Motilal Oswal,"Motilal Oswal is bullish on Five Star Business Finance has recommended buy rating on the stock with a target price of Rs 950 in its research report dated August 01, 2024. 
",08/17/2024
Buy Emami; target of Rs 950: Motilal Oswal,"Motilal Oswal is bullish on Emami has recommended buy rating on the stock with a target price of Rs 950 in its research report dated August 01, 2024. 
",08/17/2024
Buy Adani Ports and SEZ; target of Rs 1850: Motilal Oswal,"Motilal Oswal is bullish on Adani Ports and SEZ has recommended buy rating on the stock with a target price of Rs 1850 in its research report dated August 01, 2024. 
",08/17/2024
"Stock Radar: Infosys, SBI, Britannia Industries, Titan, Divis Lab, JK Tyres and others in focus","Infosys, SBI, Britannia Industries, Titan, Divis Lab, JK Tyres, Ambuja Cements, Tamilnad Mercantile Bank will be some of the stocks in focus on Monday, August 5, 2024. 
",08/17/2024
Israel stocks plunge on global market selloff and Iran threat,"The benchmark TA-35 stock index fell as much as 2.7%, the most in a week, before slightly paring losses to be down about 2.5% at shortly before 1 p.m. local time. The Tel Aviv Stock Exchange is closed Friday and Saturday. 
",08/17/2024
DEE Development Engineers bags 2 orders worth Rs 14 crore,"Both orders are related to the supply of pre-fabricated carbon and stainless-steel piping components 
",08/17/2024
Broader indices outperformance continues; 56 smallcaps rise between 10-32%,"The short-term trend of Nifty is down, but the near-term uptrend status of the market is intact. There is a possibility of some more weakness in the coming sessions, says Nagaraj Shetti, Senior Technical Research Analyst at HDFC Securities. 
",08/17/2024
Gland Pharma's Hyderabad facility gets 3 form 483 observations from USFDA,"This is the second surprise inspection the USFDA has carried out in a week. 
",08/17/2024
Market hits fresh record high but snaps 8-week gaining streak,"Among sectors, Nifty IT and Realty down 3 percent each, Nifty Auto index shed 2 percent, Nifty FMCG index fell 1.6 percent and Nifty PSU Bank and Metal indices down 1 percent each. 
",08/17/2024
